0,r,0.08721823372685758,0.76744389533996582
0,t,0.090222244174964855,0.76744389533996582
0,d,0.08517993686598864,0.76744389533996582
0,f,0.64632278997535519,0.76744389533996582
0,g,0.091056795256833745,0.76744389533996582
1,e,0.096085940787251023,0.29088783264160156
1,r,0.69190703989739422,0.29088783264160156
1,t,0.12031661402092823,0.29088783264160156
1,f,0.091690405294426403,0.29088783264160156
2,i,0.31520018029370528,0.066470146179199219
2,o,0.50429231385618389,0.066470146179199219
2,k,0.18050750585011074,0.066470146179199219
3,o,0.59742031091725067,0.30111002922058105
3,p,0.24583242825810617,0.30111002922058105
3,l,0.15674726082464316,0.30111002922058105
4,k,0.30688649855856981,0.0
4,m,0.69311350144143014,0.0
5,j,0.17173941367992379,0.59272003173828125
5,k,0.22792244773281176,0.59272003173828125
5,m,0.60033813858726437,0.59272003173828125
