1,d,0.24853282773117547,0.42489314079284668
1,f,0.16003548614749324,0.42489314079284668
1,x,0.22913594543796212,0.42489314079284668
1,c,0.36229574068336917,0.42489314079284668
2,d,0.23566007456703633,0.55997085571289063
2,x,0.3918787058886769,0.55997085571289063
2,c,0.37246121954428663,0.55997085571289063
3,i,0.35162870478607317,0.0
3,o,0.64837129521392678,0.0
4,i,0.32508305099369822,0.10056185722351074
4,o,0.67491694900630184,0.10056185722351074
5,i,0.42500000000468752,0.13341903686523438
5,o,0.57499999999531259,0.13341903686523438
6,j,0.18770314406321459,0.45580291748046875
6,n,0.35769779678728786,0.45580291748046875
6,m,0.45459905914949755,0.45580291748046875
7,o,0.5,0.0
7,p,0.5,0.0
8,o,0.5,0.030269145965576172
8,p,0.5,0.030269145965576172
9,o,0.45353695548745593,0.096663951873779297
9,p,0.54646304451254402,0.096663951873779297
10,y,0.47920283554086424,0.030609130859375
10,u,0.52079716445913593,0.030609130859375
11,y,0.52008327215952943,0.43083500862121582
11,u,0.47991672784047057,0.43083500862121582
12,r,0.36157394555678563,0.073308944702148438
12,t,0.63842605444321454,0.073308944702148438
13,r,0.61448660666018429,0.37194991111755371
13,t,0.38551339333981577,0.37194991111755371
14,w,0.41897969811665281,0.09752202033996582
14,e,0.58102030188334708,0.09752202033996582
15,w,0.57097517884795745,0.13168597221374512
15,e,0.42902482115204255,0.13168597221374512
16,w,0.53505519065669238,0.0
16,e,0.46494480934330762,0.0
17,w,0.58102030188334708,0.0
17,e,0.41897969811665281,0.0
18,e,0.65273841036816993,0.19797396659851074
18,r,0.34726158963183001,0.19797396659851074
19,e,0.58275310232364463,0.69984006881713867
19,r,0.41724689767635531,0.69984006881713867
