0,t,0.75993045049816366,0.16952991485595703
0,y,0.24006954950183648,0.16952991485595703
1,t,0.74330145362719668,0.0
1,y,0.25669854637280337,0.0
2,t,0.71886749612601397,0.033407926559448242
2,y,0.28113250387398603,0.033407926559448242
3,i,0.081062968519575951,0.0
3,o,0.74736364177321379,0.0
3,p,0.095690108909647992,0.0
3,l,0.075883280797562111,0.0
4,o,0.64837129520909453,0.0
4,p,0.35162870479090541,0.0
5,o,0.40520201424583202,0.0
5,p,0.40520201424583202,0.0
5,l,0.18959597150833607,0.0
6,p,0.29339977413349055,0.03743290901184082
6,l,0.70660022586650939,0.03743290901184082
7,u,0.10258349277786005,0.067290067672729492
7,i,0.10258349277786005,0.067290067672729492
7,h,0.098336801513290009,0.067290067672729492
7,j,0.59815941141769979,0.067290067672729492
7,k,0.098336801513290009,0.067290067672729492
8,u,0.20506244320789388,0.0
8,h,0.32423219153461136,0.0
8,j,0.32423219153461136,0.0
8,n,0.1464731737228834,0.0
9,y,0.19341865663902763,0.064102888107299805
9,g,0.38099056906527667,0.064102888107299805
9,h,0.27905594002772172,0.064102888107299805
9,b,0.1465348342679739,0.064102888107299805
10,i,0.433633609271523,0.0
10,o,0.56636639072847694,0.0
