1422294532.0120759,519.0,463.0
1422294532.14239,33.083333333333336,43.0
1422294532.6396229,70.333333333333329,52.0
1422294532.868175,82.0,56.0
1422294532.9318731,90.0,55.799999999999997
1422294533.2381351,117.0,28.0
1422294533.4031219,114.0,25.0
1422294533.5634379,27.571428571428573,29.0
1422294534.0241711,79.0,60.0
1422294534.0906041,78.0,61.0
1422294534.3209901,106.66666666666667,28.0
1422294534.5538089,115.66666666666667,22.666666666666668
1422294534.6828361,114.0,25.0
1422294534.9161589,23.25,42.75
1422294535.1437581,65.400000000000006,23.399999999999999
1422294535.375037,50.0,27.0
1422294535.578016,45.0,38.0
