,DoubleRing,Phone,QWERTY
,7.3319755600814664,7.899934167215274,6.85378590078329
,10.975609756097562,9.116231957457584,7.6457470532016565
,8.137169427492008,9.937888198757763,8.71369294605809
,11.152416356877323,8.768724881256851,12.195121951219512
,13.323464100666174,8.953553441522104,9.571922361074183
,8.470089994706195,7.637231503579952,9.376831412385231
,10.335917312661499,7.073386383731211,8.152173913043478
,11.175785797438882,7.18562874251497,9.587217043941411
,9.078872706638926,6.721182928195362,12.032085561497325
,15.286624203821656,8.92325996430696,8.07899461400359
,11.656143759106362,19.002375296912113,10.262257696693272
,8.56683919328931,11.37081490840177,13.043478260869565
,7.635530669381522,7.621467132422992,10.719071013845467
,9.907120743034056,9.031610637230306,13.709063214013709
,7.955801104972376,9.514370664023787,10.219288907813498
,8.01389074395619,7.840574975498203,9.664429530201343
,8.647313156269302,9.57090445047057,10.215664018161181
,14.142604596346494,33.364226135310474,10.247651579846286
,7.866273352999016,8.421791385209229,9.933774834437086
,7.651434643995749,13.605442176870747,12.213740458015268
,8.102633355840648,7.5771243009200795,21.108179419525065
,7.708543635863082,12.721971905645376,11.527377521613833
,7.807417046193884,9.838753757857338,11.71303074670571
,7.427274602847122,6.7665538907684875,10.44841097083152
,7.157235517781257,18.08590806330068,10.169491525423728
,8.077544426494345,7.626795474768018,8.634868421052632
,8.00711743772242,7.165605095541402,9.74184120798831
,8.884501480750247,8.142493638676845,10.105263157894736
,9.284332688588007,7.696419027258151,10.936431989063568
,9.264024704065877,7.536335905257491,9.392121054004695
,7.20937218383899,9.170806266717616,10.541727672035138
,8.524240809802876,8.40630472854641,13.996889580093313
,8.731506184816881,10.347057555507652,10.305958132045088
,8.306414397784955,13.66223908918406,10.307064633884474
,11.545862732520847,10.963910461397898,10.230179028132993
,7.283763277693475,8.958566629339305,13.245033112582782
,10.68090787716956,8.54787829449476,19.656019656019655
,19.07790143084261,6.891930697807983,11.303692539562924
,7.59133322789815,7.233273056057866,11.406844106463879
,8.807801195344448,9.293320425943852,11.444921316165951
,13.212221304706853,7.668956702348618,12.04335608189482
,6.893580353295993,7.739438890680425,12.591815320041972
,7.09999154762911,10.5170902716915,11.022657685241887
,8.088070096607504,6.280373831775701,11.278195488721805
,9.228994424149201,7.544322897019993,8.85608856088561
,7.930214115781126,14.894497310715764,10.6439595529537
,9.928295642581357,7.6972418216805645,14.475271411338962
,7.219347852244014,6.785411365564038,18.099547511312217
,11.71875,9.97298981923956,11.710173212978775
,6.903991370010788,7.280448961019263,10.005955926146516
,6.685236768802229,10.60070671378092,14.002333722287048
,9.260450160771704,9.183673469387756,9.7624471200781
,11.036174126302882,8.274435442165144,9.77397678680513
,9.266409266409266,7.793472966390648,12.036108324974924
,9.935831090871455,8.615531889434008,13.318534961154272
,21.0896309314587,8.614501076812635,11.46788990825688
,7.685902773329917,7.17542417221018,9.703130414693312
,8.98876404494382,6.99912510936133,10.661928031985784
,8.849557522123893,9.59744068248467,14.046039797112758
,7.432641684732115,11.976047904191617,11.85477895776735
AVG0,9.865543858991604,10.578029996544412,10.121799613555224
AVG1,8.973986410692984,9.331662413249562,11.8107672895545
AVG2,9.422702753837596,8.760556564897716,11.867709438831591
AVG,9.420744341174062,9.556749658230562,11.266758780647104
