,DoubleRing,Phone,QWERTY
,22.622709518437482,11.93869670262265,21.269198560662
,16.50180299730891,15.100097723596456,18.039832396417104
,22.886889317738152,10.194641189025557,21.854937879872647
,19.450736181281304,10.708645934877243,13.042202322370011
,23.258581138671147,10.086092026613823,17.641084706512846
,14.813563123595744,11.393198451018858,20.47980979007634
,16.51698717487165,11.684712262017582,18.458797595144222
,22.870318207870902,13.217120075826653,28.438649498730843
,23.944401912870344,11.592481506517675,18.60531877931888
,24.67870607470569,12.988711111985928,20.1435909526545
,14.88780871626538,11.26994008548808,21.061266501149078
,15.469031413275834,14.535583551058968,17.90066699037497
,20.905116555555793,12.813233888696754,21.002996082643488
,11.108195939939673,11.016830660536149,18.773988649780815
,14.672544923856421,12.545749103247731,25.399818758747706
,18.17496382466183,18.327648504046564,20.743965467001527
,11.600181572891577,15.096159478907405,29.665597665207354
,13.952983641837996,15.204709721173902,18.531187087176306
,19.503268341252074,15.390730679334737,21.27105846575809
,16.273478640131728,13.172968917609202,18.523335431859387
,21.964426963198108,9.642328275786259,23.077778101204004
,19.762501674054587,13.557802405955716,23.14405149541066
,17.320160454783657,13.797250838441098,18.840187018529644
,29.638835232303062,14.806150182613063,20.052148553294078
,16.01261827056579,11.638221497151095,20.628582398833107
,22.701016794305602,14.705357794265948,20.11240462598273
,17.948388264438275,13.926210926938026,20.031721792261866
,21.066707253198643,12.671584096829683,23.047436747761655
,12.227243636822012,17.252864032938906,21.05168155718837
,18.4828757971286,12.619878035569167,24.05994271270461
,15.480353139052745,16.777530803721007,25.81746228863284
,16.45257892867092,10.997267041215933,18.368639949113696
,19.872323056802752,15.255917105531898,19.81737157875752
,16.146178403584017,11.431291321984459,16.65968501379665
,11.63609189201012,11.310425844037022,24.38087875431119
,11.721010781524436,11.110534327268079,21.910353416523407
,16.061517675710974,12.641572060656388,19.67921947335366
,25.723325772903326,14.43803768019357,21.528333120138402
,23.197798496057523,15.933169689987512,21.76151116344118
,21.293885027690337,13.56866066383376,22.900724506212825
,11.981559158336866,14.505416404985407,27.3191061031322
,19.653449319651777,14.119803822865046,29.837982143995955
,22.855596948099905,16.202135678265282,28.4628255882192
,13.113891037122137,14.546745943844499,34.434402132508474
,18.08942629994873,16.918614371741835,23.368810189446073
,35.57022872282878,17.786708352289875,26.873334783779626
,13.154009157442756,19.073108486037626,24.402267936452965
,27.92730242973523,16.226519142215725,25.661919927161613
,14.981029009864756,11.829895186660597,22.96181300241248
,13.979545813097847,17.30747085527361,29.141381628321383
,31.901236790885445,14.816040028160701,27.39372915140155
,26.69958134688029,14.892353734463258,26.400292951727273
,26.67829793028705,16.164038731953653,24.797785707347696
,19.448008172642357,12.23505720279741,19.371777527338285
,25.96286406389656,16.734151918230218,27.322306116502766
,19.760827955868706,15.63828847612654,24.019725991795383
,26.846928053260594,22.519006442553756,24.418690908056245
,26.297433362645823,18.888559031685272,30.12218015634599
,16.37991122751567,16.67215347816547,30.272077180555264
,25.173097428963803,19.78184435331221,24.781650127187206
AVG0,18.204613460850982,12.913897578710097,20.542365179072906
AVG1,18.735491875740276,13.404102731245931,21.34350571337261
AVG2,21.822711211448752,16.3428955820814,26.56820296268438
AVG,19.58760551601334,14.220298630679142,22.818024618376633
