0,i,0.50729733626883289,0.0
0,o,0.49270266373116728,0.0
1,e,0.37306910605735644,0.22943997383117676
1,r,0.62693089394264356,0.22943997383117676
2,e,0.66876867372840165,0.0
2,r,0.3312313262715984,0.0
3,i,0.63136486108470224,0.032126903533935547
3,o,0.36863513891529781,0.032126903533935547
4,r,0.23079066127849995,0.26423215866088867
4,t,0.52842610345276497,0.26423215866088867
4,y,0.24078323526873496,0.26423215866088867
5,u,0.14567517193751894,0.12577199935913086
5,i,0.70826654619441443,0.12577199935913086
5,o,0.14605828186806652,0.12577199935913086
6,r,0.20206040349009607,0.30749607086181641
6,t,0.6181405501581525,0.30749607086181641
6,y,0.17979904635175151,0.30749607086181641
