1,p,0.45833333333578857,0.1563420295715332
1,l,0.54166666666421137,0.1563420295715332
2,e,0.10082943866534151,0.10476207733154297
2,r,0.59625274140561924,0.10476207733154297
2,t,0.096823015741040297,0.10476207733154297
2,d,0.10418357035257673,0.10476207733154297
2,f,0.10191123383542232,0.10476207733154297
3,e,0.098726912803104153,0.2681891918182373
3,r,0.56831541165921984,0.2681891918182373
3,t,0.11197170218209529,0.2681891918182373
3,d,0.10665164648459782,0.2681891918182373
3,f,0.11433432687098288,0.2681891918182373
4,t,0.27340362738966678,0.062011003494262695
4,y,0.54680725473100222,0.062011003494262695
4,g,0.17978911787933111,0.062011003494262695
