0,w,0.16158968513557997,0.42745709419250488,25.602859497070313,44.347343444824219
0,a,0.35560594080876479,0.42745709419250488,25.602859497070313,44.347343444824219
0,s,0.31159219149743578,0.42745709419250488,25.602859497070313,44.347343444824219
0,z,0.17121218255821957,0.42745709419250488,25.602859497070313,44.347343444824219
1,r,0.42915137551930049,0.13078618049621582,55.485992431640625,32.651138305664063
1,t,0.36215645393763474,0.13078618049621582,55.485992431640625,32.651138305664063
1,f,0.20869217054306471,0.13078618049621582,55.485992431640625,32.651138305664063
2,r,0.35968910001302812,0.36660599708557129,56.696903228759766,31.120597839355469
2,t,0.4519532692782014,0.36660599708557129,56.696903228759766,31.120597839355469
2,f,0.18835763070877035,0.36660599708557129,56.696903228759766,31.120597839355469
3,f,0.19163690776534134,0.29582905769348145,54.963279724121094,56.24481201171875
3,c,0.47389911522003447,0.29582905769348145,54.963279724121094,56.24481201171875
3,v,0.33446397701462416,0.29582905769348145,54.963279724121094,56.24481201171875
4,w,0.1690446460976541,0.40046095848083496,26.108346939086914,43.830646514892578
4,a,0.32729363832458341,0.40046095848083496,26.108346939086914,43.830646514892578
4,s,0.3393216741050028,0.40046095848083496,26.108346939086914,43.830646514892578
4,z,0.16434004147275977,0.40046095848083496,26.108346939086914,43.830646514892578
5,r,0.17733912145407738,0.29700779914855957,50.978519439697266,43.116554260253906
5,d,0.28134226832703468,0.29700779914855957,50.978519439697266,43.116554260253906
5,f,0.38815003601654641,0.29700779914855957,50.978519439697266,43.116554260253906
5,c,0.15316857420234156,0.29700779914855957,50.978519439697266,43.116554260253906
6,e,0.35610495865788117,0.49344801902770996,44.819648742675781,30.441967010498047
6,r,0.46049506004593677,0.49344801902770996,44.819648742675781,30.441967010498047
6,d,0.18339998129618221,0.49344801902770996,44.819648742675781,30.441967010498047
