0,r,0.14217863182440549,0.35709190368652344
0,t,0.12003753278182468,0.35709190368652344
0,d,0.14217863182440554,0.35709190368652344
0,f,0.48980331326539123,0.35709190368652344
0,g,0.10580189030397309,0.35709190368652344
1,e,0.17713545637541461,0.077435970306396484
1,r,0.62676922635667465,0.077435970306396484
1,t,0.19609531726791082,0.077435970306396484
2,i,0.39203895545755246,0.03411102294921875
2,o,0.60796104454244759,0.03411102294921875
3,o,0.62736152095722875,0.26009321212768555
3,p,0.37263847904277131,0.26009321212768555
4,o,0.66327376374860914,0.0
4,p,0.33672623625139086,0.0
