0,q,0.093892395019580022,0.20311307907104492
0,w,0.093892395019580022,0.20311307907104492
0,a,0.71887389300888338,0.20311307907104492
0,s,0.093341316951956493,0.20311307907104492
1,q,0.12876716996484544,0.0
1,w,0.11794160219204793,0.0
1,a,0.6438358496613481,0.0
1,s,0.10945537818175866,0.0
2,q,0.20235032527514324,0.13424897193908691
2,w,0.16746939834884858,0.13424897193908691
2,a,0.63018027637600826,0.13424897193908691
3,r,0.63842605444321454,0.065061092376708984
3,t,0.36157394555678563,0.065061092376708984
4,r,0.70660022586448579,0.060553073883056641
4,t,0.29339977413551427,0.060553073883056641
5,e,0.14870766761158069,0.0
5,r,0.21700172521349967,0.0
5,d,0.40013141055712464,0.0
5,f,0.23415919661779483,0.0
6,d,0.2732231744171596,0.06972503662109375
6,f,0.21918635991579707,0.06972503662109375
6,x,0.16969703668667802,0.06972503662109375
6,c,0.33789342898036528,0.06972503662109375
